FID,REPORTDATE,BLOCKADD,OFFENSE
29408,2012-10-06 00:00:00,1700 Block Broadway,Robbery
29409,2011-12-08 00:00:00,1100 Block Pearl St,Vandalism
29410,2011-02-28 00:00:00,4700 Block Walnut St,Theft From Vehicle
29411,2010-01-19 00:00:00,800 Block Inca Pkwy,Burglary
29412,2008-07-28 00:00:00,3200 Block Pearl St,Theft From Vehicle
29413,2009-11-05 00:00:00,1800 Block Spruce St,Vandalism
29414,2009-08-31 00:00:00,700 Block University Ave,Theft From Vehicle
29415,2011-07-22 00:00:00,2900 Block Baseline Rd,Trespassing
29416,2011-06-22 00:00:00,700 Block 19th St,Burglary
29417,2012-10-27 00:00:00,4700 Block Edison Ave,Recovery
29418,2012-10-21 00:00:00,1000 Block 10th St,Vandalism
29419,2010-06-24 00:00:00,700 Block 19th St,Vandalism
29420,2008-04-03 00:00:00,3000 Block 8th St,Theft From Vehicle
29421,2008-12-04 00:00:00,1100 Block 12th St,Assault
29422,2010-03-12 00:00:00,1000 Block Adams Cir,Theft From Vehicle
29423,2008-05-23 00:00:00,3200 Block N Oneal Cir,Auto Theft
29424,2012-03-09 00:00:00,1000 Block 11th St,Burglary
29425,2010-02-21 00:00:00,1800 Block Broadway,Trespassing
29426,2009-01-09 00:00:00,6300 Block Nautilus Dr,Theft From Vehicle
29427,2008-01-30 00:00:00,700 Block Broadway,Incident
29428,2010-09-15 00:00:00,900 Block Pleasant St,Burglary
29429,2010-09-05 00:00:00,2000 Block Canyon Blvd,Vandalism
29430,2008-03-10 00:00:00,2700 Block Glenwood Ct,Vandalism
29431,2009-02-13 00:00:00,4500 Block 7th St,Incident
29432,2010-05-15 00:00:00,3100 Block 34th St,Assault
29433,2010-05-16 00:00:00,2700 Block Mapleton Ave,Theft From Vehicle
29434,2011-02-19 00:00:00,11th St & Walnut St,Theft From Vehicle
29435,2012-07-02 00:00:00,4500 Block 7th St,Theft From Vehicle
29436,2008-04-26 00:00:00,1500 Block Broadway,Vandalism
29437,2008-08-14 00:00:00,600 Block Pleasant St,Theft From Vehicle
29438,2013-01-03 00:00:00,800 Block 15th St,Theft From Vehicle
29439,2008-10-05 00:00:00,1800 Block Walnut St,Theft From Vehicle
29440,2010-07-05 00:00:00,1100 Block Pearl St,Burglary
29441,2008-06-19 00:00:00,1200 Block College Ave,Burglary
29442,2008-05-15 00:00:00,4900 Block Thunderbird Dr,Vandalism
29443,2009-03-11 00:00:00,500 Block 22nd St,Theft From Vehicle
29444,2008-05-10 00:00:00,900 Block Pleasant St,Vandalism
29445,2010-02-16 00:00:00,1000 Block Broadway,Vandalism
29446,2009-08-11 00:00:00,2800 Block Wilderness Pl,Trespassing
29447,2010-04-08 00:00:00,6200 Block Gunbarrel Ave,Vandalism
29448,2009-09-14 00:00:00,1800 Block Folsom St,Burglary
29449,2013-02-05 00:00:00,1000 Block Kalmia Ave,Burglary
29450,2008-08-20 00:00:00,4500 Block 19th St,Burglary
29451,2008-03-11 00:00:00,4100 Block Darley Ave,Vandalism
29452,2009-08-29 00:00:00,17th St & University Ave,Vandalism
29453,2012-12-21 00:00:00,100 Block S 32nd St,Theft From Vehicle
29454,2012-11-28 00:00:00,2100 Block Mesa Dr,Incident
29455,2011-11-21 00:00:00,900 Block 17th St,Vandalism
29456,2012-12-15 00:00:00,2700 Block Mapleton Ave,Vandalism
29457,2009-08-04 00:00:00,3300 Block Table Mesa Dr,Trespassing
29458,2012-10-11 00:00:00,700 Block Arapahoe Ave,Burglary
29459,2009-10-05 00:00:00,10th St & Portland Pl,Sex Assault
29460,2011-07-29 00:00:00,2100 Block Kohler Dr,Assault
29461,2014-10-11 00:00:00,1000 Block College Ave,Vandalism
29462,2009-04-06 00:00:00,3400 Block Colorado Ave,Theft From Vehicle
29463,2011-03-05 00:00:00,1100 Block 10th St,Burglary
29464,2008-02-29 00:00:00,2900 Block Baseline Rd,Sex Assault
29465,2011-06-20 00:00:00,1800 Block 22nd St,Theft From Vehicle
29466,2010-08-30 00:00:00,4200 Block Monroe Dr,Vandalism
29467,2017-08-27 00:00:00,3000 Block Arapahoe Ave,Trespassing
29468,2010-08-30 00:00:00,4200 Block Monroe Dr,Vandalism
29469,2009-12-08 00:00:00,15th St & Pearl St,Assault
29470,2010-01-04 00:00:00,1300 Block Pearl St,Burglary
29471,2009-03-07 00:00:00,2900 Block Glenwood Dr,Theft From Vehicle
29472,2008-04-07 00:00:00,3000 Block E Sterling Cr,Vandalism
29473,2009-03-18 00:00:00,Crime occurred at an unknown location,Sex Assault
29474,2009-10-04 00:00:00,800 Block University Ave,Vandalism
29475,2008-05-09 00:00:00,700 Block 12th St,Trespassing
29476,2008-09-12 00:00:00,3100 Block Airport Rd,Assault
29477,2010-07-20 00:00:00,4500 Block 19th St,Vandalism
29478,2010-07-22 00:00:00,700 Block 36th St,Theft From Vehicle
29479,2010-07-30 00:00:00,2500 Block Canyon Blvd,Assault
29480,2010-08-03 00:00:00,400 Block S 38th St,Vandalism
29481,2010-08-03 00:00:00,1100 Block 10th St,Vandalism
29482,2010-08-02 00:00:00,1200 Block Jay St,Theft From Vehicle
29483,2010-04-29 00:00:00,700 Block 18th St,Trespassing
29484,2010-06-03 00:00:00,3200 Block 30th St,Incident
29485,2009-09-07 00:00:00,18th St & Grove St,Robbery
29486,2009-10-15 00:00:00,3200 Block Kalmia Ave,Vandalism
29487,2018-06-02 00:00:00,29th St & Arapahoe Ave,Vandalism
29488,2008-11-01 00:00:00,1100 Block 10th St,Auto Theft
29489,2009-07-04 00:00:00,2400 Block Keller Farm Dr,Burglary
29490,2011-03-11 00:00:00,17th St & Yarmouth Ave,Vandalism
29491,2008-09-23 00:00:00,1000 Block Broadway,Auto Theft
29492,2010-07-13 00:00:00,700 Block Walnut St,Vandalism
29493,2010-04-29 00:00:00,900 Block Marine St,Vandalism
29494,2008-10-22 00:00:00,1700 Block Bear Mountain Dr,Burglary
29495,2010-04-05 00:00:00,4600 Block Nautilus Ct S,Burglary
29496,2008-05-07 00:00:00,1000 Block Pennsylvania Ave,Vandalism
29497,2010-04-04 00:00:00,900 Block E Moorhead Cir,Indecent Exposure
29498,2008-05-07 00:00:00,3100 Block 47th St,Theft From Vehicle
29499,2008-06-18 00:00:00,300 Block Canyon Bv,Burglary
29500,2011-07-07 00:00:00,4478 Block Broadway,Vandalism
29501,2009-12-28 00:00:00,1700 Block Canyon Blvd,Theft From Vehicle
29502,2008-02-03 00:00:00,1000 Block Marine St,Vandalism
29503,2009-06-16 00:00:00,1700 Block 28th St,Trespassing
29504,2011-09-19 00:00:00,500 Block Concord Ave,Burglary
29505,2008-05-29 00:00:00,2000 Block Spruce St,Burglary
29506,2015-12-27 00:00:00,4800 Block Baseline Rd,Robbery
29507,2012-10-31 00:00:00,800 Block Spruce St,Vandalism
29508,2008-10-31 00:00:00,3100 Block 34th St,Theft From Vehicle
29509,2012-11-15 00:00:00,1400 Block Arapahoe Ave,Trespassing
29510,2012-05-14 00:00:00,300 Block 29th St,Vandalism
29511,2008-09-23 00:00:00,2000 Block Bluff St,Theft From Vehicle
29512,2010-01-08 00:00:00,2800 Block E Aurora Ave,Burglary
29513,2010-02-16 00:00:00,1600 Block Redwood Ave,Vandalism
29514,2009-12-17 00:00:00,5000 Block Butte St,Burglary
29515,2010-12-07 00:00:00,1900 Block Pearl St,Vandalism
29516,2010-01-19 00:00:00,1800 Block Alpine Ave,Theft From Vehicle
29517,2008-01-30 00:00:00,600 Block S 40th St,Burglary
29518,2012-03-11 00:00:00,500 Block 13th St,Theft From Vehicle
29519,2011-07-23 00:00:00,1100 Block Portland Pl,Assault
29520,2010-02-11 00:00:00,6500 Block Lookout Rd,Theft From Vehicle
29521,2010-08-08 00:00:00,1000 Block University Ave,Vandalism
29522,2008-10-04 00:00:00,1900 Block Walnut St,Vandalism
29523,2009-04-08 00:00:00,2800 Block Mapleton Av,Vandalism
29524,2008-04-21 00:00:00,1400 Block S Broadway,Vandalism
29525,2008-01-02 00:00:00,2500 Block 6th St,Burglary
29526,2010-04-15 00:00:00,3300 Block Hickok Pl,Theft From Vehicle
29527,2011-11-28 00:00:00,2000 Block Walnut St,Vandalism
29528,2013-01-04 00:00:00,4900 Block Meredith Way,Vandalism
29529,2012-05-18 00:00:00,1000 Block University Ave,Burglary
29530,2010-06-24 00:00:00,4900 Block Moorhead Ave,Vandalism
29531,2011-09-26 00:00:00,Arapahoe Ave & Foothills Pkwy,Vandalism
29532,2008-08-10 00:00:00,2200 Block Norwood Ave,Vandalism
29533,2008-01-12 00:00:00,1100 Block Pleasant St,Burglary
29534,2009-02-23 00:00:00,900 Block Pearl St,Robbery
29535,2009-10-23 00:00:00,6300 Block Lookout Rd,Vandalism
29536,2008-11-19 00:00:00,3100 Block 34th St,Vandalism
29537,2012-11-10 00:00:00,600 Block S Broadway,Theft From Vehicle
29538,2012-04-05 00:00:00,1000 Block Walnut St,Vandalism
29539,2012-03-05 00:00:00,2600 Block Taft Dr,Theft From Vehicle
29540,2009-03-03 00:00:00,2800 Block 28th St,Burglary
29541,2008-09-21 00:00:00,3700 Block Iris Ave,Burglary
29542,2009-10-02 00:00:00,1100 Block 13th St,Vandalism
29543,2011-06-20 00:00:00,1700 Block Pine St,Vandalism
29544,2009-03-28 00:00:00,1100 Block Marine St,Vandalism
29545,2011-09-04 00:00:00,3100 Block Eastwood Ct,Theft From Vehicle
29546,2009-07-18 00:00:00,S Lashley Ln & Table Mesa Dr,Vandalism
29547,2010-06-05 00:00:00,3200 Block Dartmouth Ave,Trespassing
29548,2009-08-19 00:00:00,1900 Block 9th St,Vandalism
29549,2010-04-12 00:00:00,1200 Block College Ave,Vandalism
29550,2010-12-08 00:00:00,2800 Block Arapahoe Ave,Theft From Vehicle
29551,2010-06-05 00:00:00,1600 Block 30th St,Trespassing
29552,2012-07-12 00:00:00,1800 Block 33rd St,Vandalism
29553,2010-12-30 00:00:00,400 Block Manhatan Dr,Incident
29554,2009-06-04 00:00:00,5000 Block Ingersoll Pl,Burglary
29555,2011-12-07 00:00:00,1200 Block Pearl St,Vandalism
29556,2010-04-15 00:00:00,3800 Block Talisman Pl,Theft From Vehicle
29557,2008-07-22 00:00:00,1600 Block Broadway,Theft From Vehicle
29558,2009-06-03 00:00:00,2600 Block Pearl St,Vandalism
29559,2008-10-06 00:00:00,1400 Block Walnut St,Trespassing
29560,2008-09-21 00:00:00,5100 Block Santa Clara Pl,Burglary
29561,2008-03-30 00:00:00,2200 Block Kalmia Ave,Auto Theft
29562,2010-06-19 00:00:00,600 Block Manhattan Pl,Trespassing
29563,2009-02-13 00:00:00,4900 Block Pearl East Cr,Vandalism
29564,2008-05-23 00:00:00,2800 Block 14th St,Trespassing
29565,2011-07-27 00:00:00,2000 Block Broadway,Theft From Vehicle
29566,2012-10-17 00:00:00,3000 Block Redstone Ln,Incident
29567,2009-04-28 00:00:00,200 Block Fox Dr,Trespassing
29568,2008-05-10 00:00:00,5700 Block Arapahoe Ave,Burglary
29569,2012-12-31 00:00:00,2400 Block Spruce St,Burglary
29570,2012-12-01 00:00:00,4900 Block Moorhead Ave,Vandalism
29571,2011-09-23 00:00:00,2700 Block Broadway,Robbery
29572,2008-06-02 00:00:00,3600 Block Cayman Pl,Burglary
29573,2008-03-25 00:00:00,800 Block Hawthorne Ave,Theft From Vehicle
29574,2010-12-11 00:00:00,1800 Block 28th St,Vandalism
29575,2009-09-27 00:00:00,1200 Block College Ave,Vandalism
29576,2012-08-02 00:00:00,1800 Block 30th St,Theft From Vehicle
29577,2008-07-02 00:00:00,700 Block 19th St,Vandalism
29578,2011-09-30 00:00:00,800 Block 17th St,Burglary
29579,2008-04-22 00:00:00,3300 Block Broadway,Indecent Exposure
29580,2009-05-17 00:00:00,1100 Block 10th St,Burglary
29581,2008-06-28 00:00:00,1100 Block 10th St,Vandalism
29582,2008-04-28 00:00:00,1400 Block Arapahoe Ave,Trespassing
29583,2012-05-13 00:00:00,600 Block 12th St,Vandalism
29584,2011-09-26 00:00:00,27th Way & Baseline Rd,Vandalism
29585,2008-12-15 00:00:00,1700 Block 15th St,Burglary
29586,2010-08-04 00:00:00,1000 Block Marine St,Burglary
29587,2010-07-29 00:00:00,700 Block 35th St,Theft From Vehicle
29588,2008-10-10 00:00:00,1900 Block 11th St,Assault
29589,2008-04-08 00:00:00,4900 Block Thunderbird Cir,Vandalism
29590,2010-02-28 00:00:00,1000 Block Broadway,Sex Assault
29591,2009-02-02 00:00:00,1100 Block Grandview Ave,Vandalism
29592,2008-11-12 00:00:00,1500 Block Upland Ave,Theft From Vehicle
29593,2009-11-16 00:00:00,Crime occurred at an unknown location,Sex Assault
29594,2010-07-08 00:00:00,2200 Block Norwood Ave,Incident
29595,2010-11-25 00:00:00,2500 Block Pearl St,Vandalism
29596,2009-03-04 00:00:00,2600 Block Iris Ave,Theft From Vehicle
29597,2010-03-25 00:00:00,1200 Block 13th St,Theft From Vehicle
29598,2011-02-22 00:00:00,800 Block 20th St,Vandalism
29599,2011-11-14 00:00:00,4800 Block Broadway,Sex Assault
29600,2009-02-04 00:00:00,3500 Block Moorhead Ave,Burglary
29601,2008-05-24 00:00:00,800 Block Mapleton Ave,Vandalism
29602,2012-05-13 00:00:00,2300 Block Walnut St,Vandalism
29603,2013-02-05 00:00:00,1000 Block 13th St,Assault
29604,2008-04-30 00:00:00,4500 Block 19th St,Vandalism
29605,2008-07-15 00:00:00,4400 Block Squires Cir,Auto Theft
29606,2010-01-14 00:00:00,1800 Block 26th St,Trespassing
29607,2008-07-10 00:00:00,3800 Block Birchwood Dr,Vandalism
29608,2008-08-20 00:00:00,3000 Block Oneal Py,Vandalism
29609,2009-08-17 00:00:00,1000 Block 12th St,Vandalism
29610,2009-12-13 00:00:00,1600 Block Broadway,Incident
29611,2008-08-03 00:00:00,28th St & Arapahoe Ave,Indecent Exposure
29612,2015-10-17 00:00:00,4800 Block Kings Ridge Blvd,Auto Theft
29613,2009-06-15 00:00:00,3100 Block 34th St,Sex Assault
29614,2010-04-23 00:00:00,1900 Block Goss St,Trespassing
29615,2010-03-17 00:00:00,1300 Block Broadway,Trespassing
29616,2009-03-11 00:00:00,3300 Block Oneal Py,Theft From Vehicle
29617,2009-05-17 00:00:00,1100 Block Ithica Dr,Theft From Vehicle
29618,2009-07-31 00:00:00,1100 Block 28th St,Vandalism
29619,2009-01-03 00:00:00,3000 Block Oneal Py,Vandalism
29620,2012-12-23 00:00:00,4200 Block Greenbriar Blvd,Vandalism
29621,2009-03-11 00:00:00,1600 Block 17th St,Theft From Vehicle
29622,2012-07-22 00:00:00,2800 Block Kalmia Ave,Sex Assault
29623,2010-08-10 00:00:00,4th St & Pine St,Sex Assault
29624,2012-03-06 00:00:00,1800 Block 22nd St,Theft Of Car Parts
29625,2010-09-03 00:00:00,1700 Block Aurora Ave,Trespassing
29626,2008-02-27 00:00:00,4500 Block Broadway,Burglary
29627,2012-07-18 00:00:00,2400 Block 9th St,Burglary
29628,2008-03-30 00:00:00,900 Block Chinle Av,Vandalism
29629,2010-07-12 00:00:00,10th St & Pennsylvania Ave,Vandalism
29630,2012-07-21 00:00:00,11th St & Spruce St,Vandalism
29631,2010-02-05 00:00:00,3100 Block 34th St,Vandalism
29632,2009-04-20 00:00:00,1200 Block Pennsylvania Ave,Burglary
29633,2009-04-07 00:00:00,4200 Block 26th St,Theft From Vehicle
29634,2008-07-04 00:00:00,1300 Block Scrub Oak Cir,Theft Of Car Parts
29635,2009-03-09 00:00:00,900 Block Arapahoe Ave,Theft From Vehicle
29636,2008-11-07 00:00:00,4900 Block Baseline Rd,Vandalism
29637,2008-02-24 00:00:00,10th St & Pennsylvania Ave,Vandalism
29638,2009-05-04 00:00:00,2900 Block Baseline Rd,Theft From Vehicle
29639,2008-05-25 00:00:00,1600 Block 30th St,Incident
29640,2008-09-18 00:00:00,14th St & Walnut St,Theft From Vehicle
29641,2010-07-20 00:00:00,9th St & Pearl St,Vandalism
29642,2012-01-20 00:00:00,4000 Block Moorhead Ave,Burglary
29643,2010-07-28 00:00:00,1700 Block 6th St,Vandalism
29644,2010-07-29 00:00:00,11th St & Pearl St,Assault
29645,2009-05-15 00:00:00,4000 Block Broadway,Burglary
29646,2008-04-25 00:00:00,1600 Block 29th St,Vandalism
29647,2009-08-16 00:00:00,5500 Block 51st St,Vandalism
29648,2009-04-13 00:00:00,1600 Block Upland Ave,Theft From Vehicle
29649,2009-02-19 00:00:00,1100 Block 13th St,Theft From Vehicle
29650,2011-09-24 00:00:00,1400 Block Canyon Blvd,Incident
29651,2010-11-14 00:00:00,1800 Block Folsom St,Vandalism
29652,2010-06-03 00:00:00,600 Block Gillaspie Dr,Vandalism
29653,2011-03-21 00:00:00,19th St & Cascade Ave,Vandalism
29654,2009-05-24 00:00:00,600 Block 22nd St,Burglary
29655,2008-03-20 00:00:00,2100 Block Baseline Rd,Auto Theft
29656,2012-07-13 00:00:00,1000 Block 13th St,Vandalism
29657,2009-01-24 00:00:00,2700 Block Iris Ave,Assault
29658,2010-05-02 00:00:00,Broadway & Rosewood Ave,Incident
29659,2008-10-27 00:00:00,4500 Block 19th St,Burglary
29660,2010-03-12 00:00:00,3000 Block Edison Ct,Burglary
29661,2012-07-18 00:00:00,500 Block Mohawk Dr,Vandalism
29662,2009-04-10 00:00:00,12th St & Pleasant St,Vandalism
29663,2008-02-02 00:00:00,1900 Block Edgewood Dr,Vandalism
29664,2008-07-07 00:00:00,2800 Block Broadway,Incident
29665,2008-01-13 00:00:00,1000 Block Broadway,Vandalism
29666,2008-02-03 00:00:00,900 Block Pleasant St,Burglary
29667,2012-08-04 00:00:00,3300 Block Sentinel Dr,Burglary
29668,2010-06-01 00:00:00,900 Block 10th St,Theft Of Car Parts
29669,2011-11-06 00:00:00,1900 Block Mariposa Ave,Vandalism
29670,2008-03-11 00:00:00,5700 Block Arapahoe Ave,Burglary
29671,2008-07-17 00:00:00,1600 Block Arapahoe Ave,Trespassing
29672,2010-01-05 00:00:00,1800 Block Cedar Ave,Burglary
29673,2008-01-13 00:00:00,1800 Block Canyon Blvd,Vandalism
29674,2011-09-09 00:00:00,600 Block S Broadway,Vandalism
29675,2008-06-26 00:00:00,3200 Block Iris Ave,Burglary
29676,2008-02-01 00:00:00,2000 Block Orchard Ave,Burglary
29677,2011-08-15 00:00:00,28th St & Palo Py,Auto Theft
29678,2009-02-22 00:00:00,4600 Block 18th St,Incident
29679,2008-02-11 00:00:00,2600 Block Sherwood Cir,Vandalism
29680,2008-08-02 00:00:00,1100 Block Balsam Ave,Vandalism
29681,2009-08-23 00:00:00,1000 Block Marine St,Vandalism
29682,2009-06-22 00:00:00,1000 Block Tantra Park Cir,Vandalism
29683,2008-06-08 00:00:00,2100 Block Arapahoe Ave,Indecent Exposure
29684,2009-07-15 00:00:00,3000 Block Broadway,Burglary
29685,2010-05-25 00:00:00,1700 Block 15th St,Vandalism
29686,2010-01-17 00:00:00,1400 Block 19th St,Trespassing
29687,2008-01-09 00:00:00,1100 Block 13th St,Trespassing
29688,2008-05-27 00:00:00,600 Block Concord Ave,Theft From Vehicle
29689,2008-08-22 00:00:00,2700 Block Glenwood Ct,Burglary
29690,2010-04-09 00:00:00,800 Block Walnut St,Trespassing
29691,2010-05-24 00:00:00,3100 Block Folsom St,Burglary
29692,2011-11-09 00:00:00,900 Block Forest Ave,Incident
29693,2010-10-09 00:00:00,900 Block Pearl St,Trespassing
29694,2009-04-17 00:00:00,Broadway & Rayleigh Rd,Vandalism
29695,2009-10-03 00:00:00,2900 Block Bixby Ave,Auto Theft
29696,2012-05-02 00:00:00,1000 Block 35th St,Theft From Vehicle
29697,2010-11-01 00:00:00,1900 Block 20th St,Burglary
29698,2010-07-21 00:00:00,700 Block S 44th St,Theft From Vehicle
29699,2012-09-21 00:00:00,600 Block 16th St,Theft From Vehicle
29700,2008-12-24 00:00:00,1600 Block 28th St,Vandalism
29701,2011-08-10 00:00:00,1000 Block Pleasant St,Burglary
29702,2011-12-17 00:00:00,900 Block 8th St,Theft From Vehicle
29703,2010-05-29 00:00:00,2000 Block Pearl St,Burglary
29704,2009-12-10 00:00:00,1000 Block Pennsylvania Ave,Vandalism
29705,2008-03-01 00:00:00,1100 Block Grandview Ave,Vandalism
29706,2010-05-25 00:00:00,3100 Block 34th St,Theft Of Car Parts
29707,2008-03-31 00:00:00,2300 Block South St,Vandalism
29708,2008-09-16 00:00:00,1700 Block 29th St,Theft From Vehicle
29709,2010-07-09 00:00:00,2600 Block Canyon Blvd,Theft From Vehicle
29710,2008-11-01 00:00:00,30th St & Baseline Rd,Trespassing
29711,2010-02-03 00:00:00,3600 Block Table Mesa Dr,Trespassing
29712,2009-08-29 00:00:00,9th St & University Ave,Vandalism
29713,2013-01-05 00:00:00,3100 Block 34th St,Assault
29714,2008-09-06 00:00:00,11th St & Pleasant St,Vandalism
29715,2009-01-14 00:00:00,3200 Block 30th St,Theft From Vehicle
29716,2011-03-11 00:00:00,1100 Block 13th St,Trespassing
29717,2008-07-16 00:00:00,1100 Block 30th St,Theft From Vehicle
29718,2011-06-20 00:00:00,1600 Block Arapahoe Ave,Trespassing
29719,2012-12-13 00:00:00,700 Block 13th St,Burglary
29720,2008-10-04 00:00:00,Bluff St & Folsom St,Auto Theft
29721,2009-02-16 00:00:00,1000 Block Marine St,Burglary
29722,2009-05-19 00:00:00,3900 Block Broadway,Burglary
29723,2009-11-06 00:00:00,1000 Block Pearl St,Trespassing
29724,2009-07-21 00:00:00,1500 Block Broadway,Burglary
29725,2008-09-17 00:00:00,2100 Block Walnut St,Theft From Vehicle
29726,2008-07-08 00:00:00,1500 Block Eisenhower Dr,Burglary
29727,2008-10-02 00:00:00,300 Block Arapahoe Ave,Assault
29728,2008-03-20 00:00:00,2900 Block 19th St,Theft From Vehicle
29729,2012-01-19 00:00:00,4700 Block Baseline Rd,Robbery
29730,2011-11-17 00:00:00,14th St & Euclid Ave,Vandalism
29731,2009-09-23 00:00:00,1200 Block Canyon Blvd,Incident
29732,2011-06-19 00:00:00,5600 Block Arapahoe Ave,Assault
29733,2012-12-08 00:00:00,1500 Block Pearl St,Trespassing
29734,2010-05-27 00:00:00,300 Block Ponca Pl,Trespassing
29735,2008-12-13 00:00:00,2700 Block Northbrook Pl,Theft From Vehicle
29736,2008-03-21 00:00:00,18th St & Aurora Ave,Vandalism
29737,2010-09-13 00:00:00,4900 Block Osage Dr,Burglary
29738,2009-11-20 00:00:00,1500 Block Broadway,Vandalism
29739,2010-07-01 00:00:00,1200 Block Folsom St,Incident
29740,2008-10-27 00:00:00,3200 Block 28th St,Burglary
29741,2010-04-15 00:00:00,3300 Block 34th St,Theft From Vehicle
29742,2009-09-18 00:00:00,1600 Block Zamia Av,Theft From Vehicle
29743,2009-10-02 00:00:00,1300 Block Spruce St,Vandalism
29744,2009-05-15 00:00:00,1700 Block Lombardy Dr,Burglary
29745,2008-05-25 00:00:00,1400 Block Arapahoe Ave,Trespassing
29746,2011-08-18 00:00:00,1100 Block 12th St,Trespassing
29747,2011-02-16 00:00:00,250 Block 29th St,Burglary
29748,2011-09-15 00:00:00,2700 Block Valmont Rd,Vandalism
29749,2008-07-22 00:00:00,4900 Block Meredith Way,Vandalism
29750,2008-12-22 00:00:00,1400 Block Mapleton Ave,Incident
29751,2008-03-03 00:00:00,2100 Block Orchard Ave,Trespassing
29752,2011-02-23 00:00:00,2700 Block Valmont Rd,Incident
29753,2012-07-26 00:00:00,700 Block 19th St,Burglary
29754,2011-08-27 00:00:00,900 Block Marine St,Trespassing
29755,2009-03-09 00:00:00,800 Block S Broadway,Vandalism
29756,2010-03-09 00:00:00,3200 Block 34th St,Vandalism
29757,2008-04-14 00:00:00,1400 Block S Broadway,Vandalism
29758,2008-11-08 00:00:00,11th St & Walnut St,Robbery
29759,2009-05-02 00:00:00,1800 Block 13th St,Burglary
29760,2008-10-27 00:00:00,3000 Block Corona Tr,Theft From Vehicle
29761,2008-04-23 00:00:00,1100 Block College Ave,Trespassing
